3.142857143	3.8	2.375	3.2	4
5	5	5	5	4.333333333
4.571428571	5	4.25	5	5
3.714285714	3.2	3.625	3.8	3.833333333
4.142857143	3.8	4.625	4.4	4.833333333
3.142857143	2	3.375	3.4	4.5
4.857142857	3.6	3.875	4.8	5
3.285714286	3	3.75	4	4.166666667
4	4.6	4.25	4.8	5
1.714285714	3	4.125	3.6	4.333333333
4.714285714	3.5	4	4	4.5
3.571428571	4.2	4.125	3.2	4.166666667
2.857142857	3	3.714285714	3.8	4
3.714285714	3.4	4.625	5	5
3.142857143	3	4	3	4
2.857142857	1	2.625	2.8	3.833333333
2.285714286	2.2	2.25	2.8	4
1	1	1.25	1.6	1
4.285714286	3.4	4.625	4.8	5
5	3.4	4.875	4.5	4.333333333
4.857142857	2.4	3.25	3.2	4.5
5	4	4.625	5	5
4	2.8	4.75	4.8	5
3.142857143	3	3.625	4	4.666666667
3	3	3.5	3.6	4.5
3.571428571	4	4.125	4.2	5
4.285714286	3.4	4.285714286	4.8	5
3.285714286	3.2	3.5	3	4.333333333
5	4.2	4.375	4	5
3.857142857	2.2	3.875	4.6	5
4.142857143	3.8	4.5	4.8	5
3.428571429	4.8	4.625	4.8	5
4.714285714	3.8	3.875	4.6	4.5
5	3.75	4.625	4.4	5
2.571428571	3.2	4.25	4.2	5
4.285714286	3.2	4.5	4.6	5
3.428571429	2	3.125	3	4.166666667
4.714285714	3	4.75	2.8	5
3.714285714	3.4	3.625	3.8	4.166666667
4.714285714	3	5	4.6	5
4.285714286	2.6	3.5	3	4.666666667
3.166666667	2.2	3.75	1.8	4.833333333
3.857142857	2.4	4	4.2	4.333333333
4	3.2	3.375	3.2	4.166666667
3	3	3	3	3
3.571428571	1.4	3.25	3.6	4.666666667
4.857142857	3.4	4.625	4.8	5
5	4.8	4.625	5	5
3.714285714	3	4.875	4.6	4.833333333
4.428571429	2.8	3.75	3.6	4.5
3.285714286	2.8	3.5	3.8	4.833333333
3.714285714	3	3.625	3.6	4.6
4.285714286	3	3.625	3.8	4.666666667
4	4	4.125	4.2	4
4.142857143	3.6	4	4.2	4.666666667
3.857142857	3.2	3.75	4	4.833333333
4	4	4	4	4
2.285714286	2.2	3.166666667	2.2	3.4
1.857142857	2.2	3.25	2.2	5
4.142857143	3.6	3.75	3.8	4.833333333
3.857142857	3	3.5	4	5
4.142857143	3	3.5	3.6	4.166666667
3.571428571	3	3.428571429	3.6	4.833333333
4	3.4	4.375	4	4.333333333
2.142857143	2.2	2.625	3.4	3.666666667
4	4.2	4.125	4.6	4.666666667
5	5	4.75	5	5
4	4	4.125	4	5
3.142857143	2.8	3.875	3.6	4.666666667
4.428571429	3	3.5	3.4	5
4.857142857	3.2	4.5	4.4	5
3.714285714	2.4	3.875	3.2	5
2.857142857	2.8	3.625	3.8	4.166666667
3.714285714	2.8	4.375	3.6	4.333333333
3.714285714	4	4.375	4.6	4.666666667
3.428571429	2.8	3.875	2.8	3.333333333
3.714285714	3.4	4.125	4	4.833333333
4	3.2	4	3	4.666666667
4.714285714	3.6	3.875	4.4	5
4.142857143	3.2	4.125	4.4	4.833333333
4.142857143	2.4	4.25	3.6	4.666666667
3	3	2.75	3	4.666666667
3.714285714	4	4	4.8	4.5
4	2.4	3.125	3.4	3.5
4.285714286	3.4	5	5	5
3.714285714	3.2	4	4.6	3.8
4	4	4	3.8	4.833333333
3.571428571	3.2	3.875	3.2	4.833333333
4.714285714	3	3.875	4.8	5
2.857142857	3.6	3.375	3.6	3.666666667
4.428571429	3.4	4	4.6	4.833333333
3.857142857	1.4	2.75	2.6	3.5
4.714285714	3.8	4.375	3.8	4.5
4.714285714	3.2	4.875	3.6	5
4.571428571	4	4.125	4.4	4.833333333
5	4	4.5	4	5
3.857142857	3	3.25	4.4	3.833333333
3	3.2	2	3.4	4.333333333
4.428571429	3	3.25	3.6	4.5
4.857142857	4	4.375	4.8	5
3.714285714	2.8	4.625	3.2	4.666666667
3.571428571	3.6	3.375	3.8	4.333333333
3.857142857	2.8	3.25	3	3.5
3.428571429	2.4	3.875	4	4.333333333
2.571428571	3.6	3.25	3.8	3.666666667
3.714285714	3.2	3.75	3.8	4.333333333
4	3.2	3.428571429	3	4.833333333
2.571428571	3	3.75	3.8	4.5
4	4	3.5	4	5
4	2.8	4	3.4	4.833333333
4	1.2	3.5	3.4	5
4	1.4	3.625	1	3.5
3.428571429	3.4	4.375	3.8	4.333333333
3.857142857	3	4.625	4	4.833333333
4.714285714	3.6	3.625	3.6	4
4.714285714	3.2	4	4.4	5
3.428571429	2.6	3.625	3.2	4.833333333
3.714285714	2	3.5	2	3.833333333
4.142857143	2.4	3.75	3.6	4.166666667
3.285714286	3.2	3.125	3.4	4.2
4.571428571	3.2	4.375	4.2	5
3.571428571	1	2.25	2	3.833333333
4.428571429	3.2	4.875	4	4.833333333
3.428571429	2.8	3.625	2.8	4.333333333
3.571428571	4.6	3.75	4.8	5
4	3.2	3.625	4.4	4.333333333
3.142857143	2.4	3.75	4	4.833333333
5	5	5	4.8	5
2.428571429	3.8	2.625	5	3.833333333
4	3.2	3.875	4	4.666666667
5	3.4	4.875	4.4	5
3.857142857	4	3.625	4	5
2.571428571	2.8	3.375	4.2	4.4
4.285714286	3.8	4.375	3.4	5
2.857142857	3.4	2.875	3.6	4.166666667
.	4	3.875	4	4.666666667
3	2.2	3.5	2.8	4.166666667
2.857142857	2	4.125	4	4.5
3.571428571	3.2	3.875	3.4	4.666666667
2	2.8	2.5	2	3.5
3	3.2	4	4	5
4	3.6	3.875	3.8	4.666666667
4.428571429	3	3.375	2.8	4.666666667
3.857142857	3.4	3.25	4	5
4.571428571	3.4	4.375	5	4.833333333
3.571428571	2	3.25	4.4	4.5
4	3.6	4	4.8	4.833333333
3.428571429	2.8	3.125	4.6	3.666666667
3.285714286	3.2	3.5	3.4	4.833333333
3.714285714	2.2	1.75	1	3.5
3.714285714	2	3	2.8	4.5
3.428571429	3.2	3	4	4.833333333
3.857142857	3.2	3.75	4	4.166666667
3.142857143	2.8	3.75	3.8	4.666666667
2.285714286	2.25	2.75	2.8	3.333333333
4	3.2	4.25	4	5
3	2.6	3.5	4	4.166666667
1.285714286	2.2	2.625	3	3.5
3.428571429	3	3.625	3.8	4.833333333
4.285714286	3.6	3.25	3.4	4
5	4.4	4.875	4.6	5
2.714285714	1.2	3.125	2.6	4.5
4	3.8	3.75	4	4.5
3.857142857	3.8	4.25	4.8	4.666666667
3.857142857	3.2	4.125	4	4.666666667
4	2.8	3.25	3.8	4.333333333
4.571428571	4	3.75	4.4	5
3	2.4	3.375	3.8	4.666666667
5	4.6	3.875	4.6	5
4	2.2	3.5	2.8	4.5
4	3.2	3.875	4.6	4.833333333
4.142857143	2.4	3.375	3.4	4.333333333
4	3.2	3.625	3.2	4.833333333
2.714285714	2	2.125	2.2	3.833333333
4	4	4.375	4	4.833333333
4.714285714	1.8	4.125	3.2	4.833333333
4.857142857	3	4.625	4.2	5
4.142857143	3.8	4.375	5	5
3.714285714	3	3.75	3.6	4.833333333
2.714285714	3	3.5	3.6	4.833333333
3.142857143	3	3.375	3.6	4
2.714285714	2.6	2.625	2.6	3.666666667
3.285714286	3.8	3	5	3.166666667
3.8	3	4.25	3.75	4.333333333
4.285714286	4.4	4.375	4.8	5
3.428571429	3.4	4	4.4	4.833333333
4.428571429	4	4.75	3.8	4.666666667
4	4.6	4.25	4.4	5
4	3.4	3	4.2	4.333333333
3.857142857	3.4	4.25	4.8	5
3.428571429	3.4	4.375	4.4	5
2.714285714	2.2	2.5	2.6	3.5
3.142857143	3.2	3.5	4.6	3.666666667
3.714285714	2.2	3.625	2.6	5
2.142857143	1	1.875	1	2.333333333
5	3.2	4.125	5	4.666666667
5	4.4	4	4.4	5
4.285714286	3.6	3.875	4	4.6
4	4	4.75	4.4	4.833333333
4	3.6	3	4	5
3.285714286	3.2	3.25	4.4	3.666666667
3.571428571	2.6	3.5	2.4	4.333333333
4.571428571	3.4	4.125	5	5
3.285714286	3	2.875	3.6	3.833333333
4.428571429	3	3.625	4.2	4.666666667
3.571428571	1.2	2.625	2.4	4.5
4	3.6	3.5	3.8	4.833333333
3.857142857	3.4	4	3.6	5
5	5	5	5	5
5	2.4	4.125	3.8	4.833333333
3.428571429	4.2	4.125	3.8	4.666666667
4.428571429	4.6	3.75	3.8	4.833333333
2.428571429	1	1.625	1.4	3.333333333
4.857142857	3.4	4.75	4.2	4.833333333
2.714285714	3.2	4.5	3	5
4.714285714	3.4	3.75	3.2	4.666666667
3.166666667	.	3.625	.	4.666666667
4.285714286	3.8	4.375	4.6	5
3.285714286	2.6	3.375	3.4	4.5
2.714285714	4.6	5	5	5
4	4	3.875	4	4.166666667
1.714285714	1.8	3.5	2.8	4.6
4.571428571	4.2	4.625	5	5
2.857142857	3.2	3.875	3.2	4.666666667
1.285714286	1.4	2.5	2.2	3.666666667
3.285714286	3.2	3	3	4.666666667
4.142857143	3.4	5	5	5
2.714285714	2.8	3.125	3.6	4
4.142857143	1.6	3.875	4.8	4.833333333
4.714285714	4.4	4.75	4.8	5
3.714285714	3.2	3.875	3.4	4.833333333
3.285714286	2.333333333	4	3.8	4.5
3.857142857	3.6	3.875	4.4	4.833333333
4.857142857	3.8	4	4.6	5
5	4.8	4	5	5
2.857142857	3.2	2.875	3.8	3.666666667
4	3	3.75	3.6	4.166666667
4.142857143	3.2	3.625	4.6	4.5
1.857142857	1	2.125	2	3.833333333
4.428571429	3.2	3.75	4	4.5
3.714285714	2.8	3.375	3.8	4.666666667
4.142857143	3.2	4	3.6	4.666666667
5	2.6	4.625	4.6	4.833333333
5	5	5	5	5
3.428571429	3.8	4.5	4.8	5
2.714285714	2	3.5	4.4	4
3.857142857	3.2	4	3.6	4.333333333
2.714285714	2.6	3.75	4	4.333333333
3.285714286	3.8	3.875	3.6	4.666666667
2.857142857	2.8	4	3.4	4.166666667
5	4.4	4.875	4.2	4.5
2.857142857	2.8	3.375	3	3.666666667
4.285714286	3.2	4	4	4.833333333
4.857142857	2.6	4.428571429	3.8	5
4.285714286	2.8	3.75	3.6	4.833333333
5	3.8	5	4.8	4.833333333
3.714285714	1.2	4	2.4	4.5
3.142857143	3	4.875	4.4	5
4	2.6	3.125	3.2	4.333333333
3.857142857	3.4	3.75	3.8	4.666666667
3.857142857	2.8	3.5	4	4.5
4	3.2	4.25	4	4.833333333
3.857142857	3.6	4.25	3.4	4.666666667
4.428571429	3.8	4.125	3.6	4.833333333
3.714285714	3	3.25	3.6	3.833333333
4.142857143	4.6	4.625	4.8	5
3.857142857	2.8	3.5	3.4	4.5
4.142857143	3.2	4.625	3.8	4.666666667
4	3.2	4.25	4.4	5
3.428571429	3	4.25	4	5
2.571428571	3	3.625	3.8	4.166666667
3.285714286	3.2	4.75	4	4.5
4.142857143	4.2	4.625	5	5
3.571428571	2.8	3.625	3.8	4.833333333
3.857142857	3.4	3.25	4	4.833333333
3.285714286	2.8	2.625	3.6	4
3.857142857	3.2	4.375	3.8	4.833333333
2.428571429	2.4	3.125	3.4	4.166666667
2.571428571	2.8	3.875	2.8	4.5
3.714285714	2.8	2.375	3.4	4.166666667
2.857142857	2.8	3.375	3.8	3.833333333
4.142857143	4.8	4.5	5	5
4	3.2	3.75	3.8	4.5
3.714285714	3.8	4.625	4	4.833333333
2.428571429	2.6	2.875	2	4.333333333
3.857142857	3.6	3.5	4	4.5
3.428571429	3.8	3.875	3.6	4.833333333
3.857142857	2.6	3.625	4	4.333333333
3.714285714	2.4	3.75	3.4	4.5
2.714285714	1	2	1.2	4.333333333
3.571428571	2.4	2.875	3.2	3.833333333
4.571428571	3.6	4.125	4	5
3.833333333	4.2	5	4.8	5
3.142857143	3.6	3.375	3.6	4
4.142857143	3.4	4.5	4.8	4.833333333
4.428571429	3.2	4	5	4.666666667
3.714285714	3	3.875	3.6	3.833333333
3.571428571	1.4	3.125	2.8	4.166666667
3.714285714	2	2.571428571	2.5	3.666666667
4.428571429	3.6	4	5	4.666666667
3.714285714	1.8	4	2.8	4.333333333
4	2.6	3.25	4	4
2	3.2	4	4.4	4.833333333
3.857142857	2.4	3.75	4	5
4	3.2	3.5	4	5
4.857142857	4	4.875	4.2	4.833333333
5	3.8	4	5	5
4	3.4	4.375	4	5
4.285714286	2.2	3.875	3.6	5
3.714285714	3	4.285714286	3.8	5
